问题,出现总次数,出现的数据集数量,出现的数据集列表
What is the spatial relationship between natural terrestrial vegetation and cultivated terrestrial vegetation in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the bare surfaces and the patches of natural terrestrial vegetation?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the cropland fields and the lake in the image?,1,1,Landsat30-AU-VQA-train
How many distinct irrigated circles can be identified in the image?,5,1,Landsat30-AU-VQA-train
Which of the following objects is visible in the left centre part of the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between cropland and forest in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the river and the town in the image?,1,1,Landsat30-AU-VQA-train
How many distinct coastline segments can be observed in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the cropland fields and the water bodies in the image?,3,1,Landsat30-AU-VQA-train
What is the spatial relationship between the town and the cropland?,1,1,Landsat30-AU-VQA-train
Which of the following features is present in the image?,10,1,Landsat30-AU-VQA-train
Which of the following objects is visible in the upper right area of image?,1,1,Landsat30-AU-VQA-train
How many distinct airport runways can be observed in the image?,2,1,Landsat30-AU-VQA-train
What is the predominant land cover type in the centre of the image?,1,1,Landsat30-AU-VQA-train
How many distinct land parcels with cultivated vegetation can be seen in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the cropland fields and the road corridors in the image?,1,1,Landsat30-AU-VQA-train
How many river-like features are visible in the image?,1,1,Landsat30-AU-VQA-train
Which of the following features is clearly present in the image?,2,1,Landsat30-AU-VQA-train
What is the spatial relation between the natural vegetation and the bare surfaces in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the cultivated fields and the natural terrestrial vegetation in the image?,3,1,Landsat30-AU-VQA-train
What is the spatial relationship between the patchwork fields and the small towns?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the circular patches and the rectangular patches in the image?,1,1,Landsat30-AU-VQA-train
Which of the following objects is present in the bottom right part of the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the river and the cultivated vegetation in the image?,2,1,Landsat30-AU-VQA-train
What is the spatial relationship between the water and the islands in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the cultivated fields and the forest in the image?,1,1,Landsat30-AU-VQA-train
Which of the following features is visible along the edge of the land in the image?,2,1,Landsat30-AU-VQA-train
How many major rivers or lakes can be identified in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the forests and the fields in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between bare surfaces and vegetation in the image?,1,1,Landsat30-AU-VQA-train
Which type of landscape is primarily shown in this image?,3,1,Landsat30-AU-VQA-train
How many distinct linear features resembling road corridors are visible in the image?,1,1,Landsat30-AU-VQA-train
How many river corridors can be seen in the image?,1,1,Landsat30-AU-VQA-train
How many water bodies are visible in the image?,4,1,Landsat30-AU-VQA-train
Which of the following features can be seen along the right edge of the image?,1,1,Landsat30-AU-VQA-train
What type of land cover predominantly appears in the image?,4,1,Landsat30-AU-VQA-train
How many distinct race tracks are clearly visible in the left corner of the image?,1,1,Landsat30-AU-VQA-train
How many distinct water-covered surfaces are visible in the image?,1,1,Landsat30-AU-VQA-train
How many distinct water bodies (lake or pond) can be observed in the image?,1,1,Landsat30-AU-VQA-train
What is the predominant land cover in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the river and the cultivated terrestrial vegetation patches?,1,1,Landsat30-AU-VQA-train
How many distinct areas of urban fabric are visible in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the salt flats and the water body in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between cropland and the river corridor in the image?,1,1,Landsat30-AU-VQA-train
How many major cultivated field patterns (distinct irrigated plots) can be identified in the upper left part of the image?,1,1,Landsat30-AU-VQA-train
How many linear tracks are clearly visible in the image?,1,1,Landsat30-AU-VQA-train
What type of environment is depicted in the image?,1,1,Landsat30-AU-VQA-train
How many distinctly complete circular irrigated fields can be identified in the image?,1,1,Landsat30-AU-VQA-train
What is the relationship between the cultivated fields and the river?,2,1,Landsat30-AU-VQA-train
What is the spatial relationship between the road corridor and the cultivated fields in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the stream network and the bare ground in the image?,1,1,Landsat30-AU-VQA-train
Which best describes the main landscape shown in the image?,1,1,Landsat30-AU-VQA-train
Which type of landscape is most prominently shown in the image?,3,1,Landsat30-AU-VQA-train
What is the spatial relationship between the forested terrain and the cultivated fields in the image?,1,1,Landsat30-AU-VQA-train
How many distinct waterbodies are visible in the image?,2,1,Landsat30-AU-VQA-train
What is the spatial relationship between the cultivated fields and the forests in the image?,1,1,Landsat30-AU-VQA-train
How many distinct road networks are visible in the image?,1,1,Landsat30-AU-VQA-train
Where is the water body located in relation to the vegetation in the image?,1,1,Landsat30-AU-VQA-train
How many bridges can be observed crossing the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the drainage lines and the bare surfaces?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the coastline and the cropland parcels?,1,1,Landsat30-AU-VQA-train
How many distinct small water bodies are visible in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the cropland fields and the linear features (such as tracks or paths) in the image?,1,1,Landsat30-AU-VQA-train
How many distinct road networks can be observed in the image?,1,1,Landsat30-AU-VQA-train
How many distinct ponds or lakes are visible in the image?,3,1,Landsat30-AU-VQA-train
What is the spatial relation between the urban fabric and the cropland fields in the image?,2,1,Landsat30-AU-VQA-train
What is the spatial relationship between the cropland and the field boundaries in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the river and the water body in the image?,1,1,Landsat30-AU-VQA-train
How many distinct stream-like features can be identified in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the road corridor and the cultivated fields?,3,1,Landsat30-AU-VQA-train
How many distinct shallow turquoise zones can be seen in the left part of the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the urban fabric and cultivated fields in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the cropland and the bare ground patches in the image?,1,1,Landsat30-AU-VQA-train
How many distinct large water bodies (such as lakes or ponds) are visible in the image?,1,1,Landsat30-AU-VQA-train
Which key object is clearly visible in the left part of the image?,1,1,Landsat30-AU-VQA-train
How many road corridors are clearly visible in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the rectangular fields and the road corridors in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the cultivated vegetation and the natural vegetation in the image?,1,1,Landsat30-AU-VQA-train
Which of the following features can be seen in the upper left of the image?,1,1,Landsat30-AU-VQA-train
What type of land cover dominates the upper area of the image?,1,1,Landsat30-AU-VQA-train
How many distinct rectangular plots (fields) can be seen in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the cropland and the artificial area in the image?,1,1,Landsat30-AU-VQA-train
How many visible water networks (such as rivers or streams) are present in the image?,1,1,Landsat30-AU-VQA-train
Which of the following objects is visible in the left side of the image?,1,1,Landsat30-AU-VQA-train
How many major river channels can be seen crossing the image?,1,1,Landsat30-AU-VQA-train
Which type of landscape dominates the central region of the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the river and the bare natural surfaces in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the river and the rectangular field patterns?,1,1,Landsat30-AU-VQA-train
What is the relationship between the bare surface and terrestrial vegetation in the image?,1,1,Landsat30-AU-VQA-train
Which of the following features is clearly visible in the bottom left of the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the cultivated cropland and the natural terrestrial vegetation?,1,1,Landsat30-AU-VQA-train
